,time,open,high,low,close,weekday,range_HL,range_OC,type
47,2000-03-09 09:15:00+05:30,1004.31,1004.31,1004.31,1004.31,3,0,0,Tie
48,2000-03-10 09:15:00+05:30,987.88,987.88,987.88,987.88,4,0,0,Tie
49,2000-03-13 09:15:00+05:30,978.64001,978.64001,978.64001,978.64001,0,0,0,Tie
50,2000-03-14 09:15:00+05:30,996.35999,996.35999,996.35999,996.35999,1,0,0,Tie
51,2000-03-15 09:15:00+05:30,1027.62,1027.62,1027.62,1027.62,2,0,0,Tie
52,2000-03-16 09:15:00+05:30,1055.36,1055.36,1055.36,1055.36,3,0,0,Tie
53,2000-03-21 09:15:00+05:30,1074.75,1074.75,1074.75,1074.75,1,0,0,Tie
54,2000-03-22 09:15:00+05:30,1088.21,1088.21,1088.21,1088.21,2,0,0,Tie
55,2000-03-23 09:15:00+05:30,1086.02,1086.02,1086.02,1086.02,3,0,0,Tie
56,2000-03-24 09:15:00+05:30,1086.3199,1086.3199,1086.3199,1086.3199,4,0,0,Tie
57,2000-03-27 09:15:00+05:30,1071.09,1071.09,1071.09,1071.09,0,0,0,Tie
58,2000-03-28 09:15:00+05:30,1071.17,1071.17,1071.17,1071.17,1,0,0,Tie
59,2000-03-29 09:15:00+05:30,1070.13,1070.13,1070.13,1070.13,2,0,0,Tie
60,2000-03-30 09:15:00+05:30,1101.0601,1101.0601,1101.0601,1101.0601,3,0,0,Tie
61,2000-03-31 09:15:00+05:30,1106.83,1106.83,1106.83,1106.83,4,0,0,Tie
62,2000-04-03 09:15:00+05:30,1110.14,1110.14,1110.14,1110.14,0,0,0,Tie
63,2000-04-04 09:15:00+05:30,1026.65,1026.65,1026.65,1026.65,1,0,0,Tie
64,2000-04-05 09:15:00+05:30,1000.84,1000.84,1000.84,1000.84,2,0,0,Tie
65,2000-04-06 09:15:00+05:30,989.20001,989.20001,989.20001,989.20001,3,0,0,Tie
66,2000-04-07 09:15:00+05:30,1048.75,1048.75,1048.75,1048.75,4,0,0,Tie
67,2000-04-10 09:15:00+05:30,1087.71,1087.71,1087.71,1087.71,0,0,0,Tie
68,2000-04-11 09:15:00+05:30,1105.1899,1105.1899,1105.1899,1105.1899,1,0,0,Tie
69,2000-04-12 09:15:00+05:30,1097.08,1097.08,1097.08,1097.08,2,0,0,Tie
70,2000-04-13 09:15:00+05:30,1056.89,1056.89,1056.89,1056.89,3,0,0,Tie
71,2000-04-17 09:15:00+05:30,1003.89,1003.89,1003.89,1003.89,0,0,0,Tie
72,2000-04-18 09:15:00+05:30,1031.28,1031.28,1031.28,1031.28,1,0,0,Tie
73,2000-04-19 09:15:00+05:30,1029.46,1029.46,1029.46,1029.46,2,0,0,Tie
74,2000-04-20 09:15:00+05:30,1026.09,1026.09,1026.09,1026.09,3,0,0,Tie
75,2000-04-24 09:15:00+05:30,1009.29,1009.29,1009.29,1009.29,0,0,0,Tie
76,2000-04-25 09:15:00+05:30,1015.7,1015.7,1015.7,1015.7,1,0,0,Tie
77,2000-04-26 09:15:00+05:30,1067.5699,1067.5699,1067.5699,1067.5699,2,0,0,Tie
78,2000-04-27 09:15:00+05:30,1050.72,1050.72,1050.72,1050.72,3,0,0,Tie
79,2000-04-28 09:15:00+05:30,1056.2,1056.2,1056.2,1056.2,4,0,0,Tie
80,2000-05-02 09:15:00+05:30,1021.98,1021.98,1021.98,1021.98,1,0,0,Tie
81,2000-05-03 09:15:00+05:30,1020.9,1020.9,1020.9,1020.9,2,0,0,Tie
82,2000-05-04 09:15:00+05:30,1030.91,1030.91,1030.91,1030.91,3,0,0,Tie
83,2000-05-05 09:15:00+05:30,1040.91,1040.91,1040.91,1040.91,4,0,0,Tie
84,2000-05-08 09:15:00+05:30,1031.09,1031.09,1031.09,1031.09,0,0,0,Tie
85,2000-05-09 09:15:00+05:30,1032.5,1032.5,1032.5,1032.5,1,0,0,Tie
86,2000-05-10 09:15:00+05:30,1027.99,1027.99,1027.99,1027.99,2,0,0,Tie
87,2000-05-11 09:15:00+05:30,1012.45,1012.45,1012.45,1012.45,3,0,0,Tie
88,2000-05-12 09:15:00+05:30,995.66998,995.66998,995.66998,995.66998,4,0,0,Tie
89,2000-05-15 09:15:00+05:30,993.34998,993.34998,993.34998,993.34998,0,0,0,Tie
90,2000-05-16 09:15:00+05:30,989.60999,989.60999,989.60999,989.60999,1,0,0,Tie
91,2000-05-17 09:15:00+05:30,999.40002,999.40002,999.40002,999.40002,2,0,0,Tie
92,2000-05-18 09:15:00+05:30,984.62,984.62,984.62,984.62,3,0,0,Tie
93,2000-05-19 09:15:00+05:30,988.26001,988.26001,988.26001,988.26001,4,0,0,Tie
94,2000-05-22 09:15:00+05:30,966.01001,966.01001,966.01001,966.01001,0,0,0,Tie
95,2000-05-23 09:15:00+05:30,948.47998,948.47998,948.47998,948.47998,1,0,0,Tie
96,2000-05-24 09:15:00+05:30,950.96002,950.96002,950.96002,950.96002,2,0,0,Tie
97,2000-05-25 09:15:00+05:30,950.96997,950.96997,950.96997,950.96997,3,0,0,Tie
98,2000-05-26 09:15:00+05:30,953.85999,953.85999,953.85999,953.85999,4,0,0,Tie
99,2000-05-29 09:15:00+05:30,966.83002,966.83002,966.83002,966.83002,0,0,0,Tie
100,2000-05-30 09:15:00+05:30,986.64001,986.64001,986.64001,986.64001,1,0,0,Tie
101,2000-05-31 09:15:00+05:30,1001.24,1001.24,1001.24,1001.24,2,0,0,Tie
102,2000-06-01 09:15:00+05:30,985.92999,985.92999,985.92999,985.92999,3,0,0,Tie
103,2000-06-02 09:15:00+05:30,1007.95,1007.95,1007.95,1007.95,4,0,0,Tie
104,2000-06-05 09:15:00+05:30,1034.98,1034.98,1034.98,1034.98,0,0,0,Tie
105,2000-06-06 09:15:00+05:30,1034.29,1034.29,1034.29,1034.29,1,0,0,Tie
106,2000-06-07 09:15:00+05:30,1029.53,1029.53,1029.53,1029.53,2,0,0,Tie
107,2000-06-08 09:15:00+05:30,1064.58,1064.58,1064.58,1064.58,3,0,0,Tie
108,2000-06-09 09:15:00+05:30,1070.22,1070.22,1070.22,1070.22,4,0,0,Tie
109,2000-06-12 09:15:00+05:30,1052.4399,1052.4399,1052.4399,1052.4399,0,0,0,Tie
110,2000-06-13 09:15:00+05:30,1059.5601,1059.5601,1059.5601,1059.5601,1,0,0,Tie
111,2000-06-14 09:15:00+05:30,1066.28,1066.28,1066.28,1066.28,2,0,0,Tie
112,2000-06-15 09:15:00+05:30,1071.61,1071.61,1071.61,1071.61,3,0,0,Tie
113,2000-06-16 09:15:00+05:30,1098,1098,1098,1098,4,0,0,Tie
114,2000-06-19 09:15:00+05:30,1087.05,1087.05,1087.05,1087.05,0,0,0,Tie
115,2000-06-20 09:15:00+05:30,1110.22,1110.22,1110.22,1110.22,1,0,0,Tie
116,2000-06-21 09:15:00+05:30,1090.3199,1090.3199,1090.3199,1090.3199,2,0,0,Tie
117,2000-06-22 09:15:00+05:30,1106.12,1106.12,1106.12,1106.12,3,0,0,Tie
118,2000-06-23 09:15:00+05:30,1120.48,1120.48,1120.48,1120.48,4,0,0,Tie
119,2000-06-26 09:15:00+05:30,1084.38,1084.38,1084.38,1084.38,0,0,0,Tie
120,2000-06-27 09:15:00+05:30,1083.34,1083.34,1083.34,1083.34,1,0,0,Tie
121,2000-06-28 09:15:00+05:30,1085.73,1085.73,1085.73,1085.73,2,0,0,Tie
122,2000-06-29 09:15:00+05:30,1093.55,1093.55,1093.55,1093.55,3,0,0,Tie
123,2000-06-30 09:15:00+05:30,1087.1801,1087.1801,1087.1801,1087.1801,4,0,0,Tie
124,2000-07-03 09:15:00+05:30,1119.29,1119.29,1119.29,1119.29,0,0,0,Tie
125,2000-07-04 09:15:00+05:30,1135.0601,1135.0601,1135.0601,1135.0601,1,0,0,Tie
126,2000-07-05 09:15:00+05:30,1133.61,1133.61,1133.61,1133.61,2,0,0,Tie
127,2000-07-06 09:15:00+05:30,1123.2,1123.2,1123.2,1123.2,3,0,0,Tie
128,2000-07-07 09:15:00+05:30,1130.0601,1130.0601,1130.0601,1130.0601,4,0,0,Tie
129,2000-07-10 09:15:00+05:30,1110.67,1110.67,1110.67,1110.67,0,0,0,Tie
130,2000-07-11 09:15:00+05:30,1116.83,1116.83,1116.83,1116.83,1,0,0,Tie
131,2000-07-12 09:15:00+05:30,1108.72,1108.72,1108.72,1108.72,2,0,0,Tie
132,2000-07-13 09:15:00+05:30,1101.88,1101.88,1101.88,1101.88,3,0,0,Tie
133,2000-07-14 09:15:00+05:30,1095.11,1095.11,1095.11,1095.11,4,0,0,Tie
134,2000-07-17 09:15:00+05:30,1081.53,1081.53,1081.53,1081.53,0,0,0,Tie
135,2000-07-18 09:15:00+05:30,1090.71,1090.71,1090.71,1090.71,1,0,0,Tie
136,2000-07-19 09:15:00+05:30,1074.88,1074.88,1074.88,1074.88,2,0,0,Tie
137,2000-07-20 09:15:00+05:30,1053.89,1053.89,1053.89,1053.89,3,0,0,Tie
138,2000-07-21 09:15:00+05:30,1046.92,1046.92,1046.92,1046.92,4,0,0,Tie
139,2000-07-24 09:15:00+05:30,983.98999,983.98999,983.98999,983.98999,0,0,0,Tie
140,2000-07-25 09:15:00+05:30,1010.99,1010.99,1010.99,1010.99,1,0,0,Tie
141,2000-07-26 09:15:00+05:30,994.13,994.13,994.13,994.13,2,0,0,Tie
142,2000-07-27 09:15:00+05:30,999.76001,999.76001,999.76001,999.76001,3,0,0,Tie
143,2000-07-28 09:15:00+05:30,1002.71,1002.71,1002.71,1002.71,4,0,0,Tie
144,2000-07-31 09:15:00+05:30,993.58002,993.58002,993.58002,993.58002,0,0,0,Tie
145,2000-08-01 09:15:00+05:30,979.72998,979.72998,979.72998,979.72998,1,0,0,Tie
146,2000-08-02 09:15:00+05:30,986.53003,986.53003,986.53003,986.53003,2,0,0,Tie
147,2000-08-03 09:15:00+05:30,1006.1,1006.1,1006.1,1006.1,3,0,0,Tie
148,2000-08-04 09:15:00+05:30,1009.51,1009.51,1009.51,1009.51,4,0,0,Tie
149,2000-08-07 09:15:00+05:30,986.89001,986.89001,986.89001,986.89001,0,0,0,Tie
150,2000-08-08 09:15:00+05:30,1017.43,1017.43,1017.43,1017.43,1,0,0,Tie
151,2000-08-09 09:15:00+05:30,1009.9,1009.9,1009.9,1009.9,2,0,0,Tie
152,2000-08-10 09:15:00+05:30,1001.34,1001.34,1001.34,1001.34,3,0,0,Tie
153,2000-08-11 09:15:00+05:30,994.59998,994.59998,994.59998,994.59998,4,0,0,Tie
154,2000-08-14 09:15:00+05:30,991.83002,991.83002,991.83002,991.83002,0,0,0,Tie
155,2000-08-16 09:15:00+05:30,1008.41,1008.41,1008.41,1008.41,2,0,0,Tie
156,2000-08-17 09:15:00+05:30,999.35999,999.35999,999.35999,999.35999,3,0,0,Tie
157,2000-08-18 09:15:00+05:30,987.09998,987.09998,987.09998,987.09998,4,0,0,Tie
158,2000-08-21 09:15:00+05:30,981.28998,981.28998,981.28998,981.28998,0,0,0,Tie
159,2000-08-22 09:15:00+05:30,975.52002,975.52002,975.52002,975.52002,1,0,0,Tie
160,2000-08-23 09:15:00+05:30,985.40002,985.40002,985.40002,985.40002,2,0,0,Tie
161,2000-08-24 09:15:00+05:30,981.20001,981.20001,981.20001,981.20001,3,0,0,Tie
162,2000-08-25 09:15:00+05:30,994.70001,994.70001,994.70001,994.70001,4,0,0,Tie
163,2000-08-28 09:15:00+05:30,995.54999,995.54999,995.54999,995.54999,0,0,0,Tie
164,2000-08-29 09:15:00+05:30,989.37,989.37,989.37,989.37,1,0,0,Tie
165,2000-08-30 09:15:00+05:30,1006.13,1006.13,1006.13,1006.13,2,0,0,Tie
166,2000-08-31 09:15:00+05:30,1003.07,1003.07,1003.07,1003.07,3,0,0,Tie
167,2000-09-04 09:15:00+05:30,1015.61,1015.61,1015.61,1015.61,0,0,0,Tie
168,2000-09-05 09:15:00+05:30,1027.16,1027.16,1027.16,1027.16,1,0,0,Tie
169,2000-09-06 09:15:00+05:30,1036.5699,1036.5699,1036.5699,1036.5699,2,0,0,Tie
170,2000-09-07 09:15:00+05:30,1035.05,1035.05,1035.05,1035.05,3,0,0,Tie
171,2000-09-08 09:15:00+05:30,1044.64,1044.64,1044.64,1044.64,4,0,0,Tie
172,2000-09-11 09:15:00+05:30,1039.26,1039.26,1039.26,1039.26,0,0,0,Tie
173,2000-09-12 09:15:00+05:30,1029.97,1029.97,1029.97,1029.97,1,0,0,Tie
174,2000-09-13 09:15:00+05:30,997.73999,997.73999,997.73999,997.73999,2,0,0,Tie
175,2000-09-14 09:15:00+05:30,987.65997,987.65997,987.65997,987.65997,3,0,0,Tie
176,2000-09-15 09:15:00+05:30,959.48999,959.48999,959.48999,959.48999,4,0,0,Tie
177,2000-09-18 09:15:00+05:30,920.64001,920.64001,920.64001,920.64001,0,0,0,Tie
178,2000-09-19 09:15:00+05:30,938.90997,938.90997,938.90997,938.90997,1,0,0,Tie
179,2000-09-20 09:15:00+05:30,945.15002,945.15002,945.15002,945.15002,2,0,0,Tie
180,2000-09-21 09:15:00+05:30,937.44,937.44,937.44,937.44,3,0,0,Tie
181,2000-09-22 09:15:00+05:30,908.28003,908.28003,908.28003,908.28003,4,0,0,Tie
182,2000-09-25 09:15:00+05:30,925.06,925.06,925.06,925.06,0,0,0,Tie
183,2000-09-26 09:15:00+05:30,917.40997,917.40997,917.40997,917.40997,1,0,0,Tie
184,2000-09-27 09:15:00+05:30,915.51001,915.51001,915.51001,915.51001,2,0,0,Tie
185,2000-09-28 09:15:00+05:30,901.51001,901.51001,901.51001,901.51001,3,0,0,Tie
186,2000-09-29 09:15:00+05:30,907.53003,907.53003,907.53003,907.53003,4,0,0,Tie
187,2000-10-03 09:15:00+05:30,892.84998,892.84998,892.84998,892.84998,1,0,0,Tie
188,2000-10-04 09:15:00+05:30,890.21997,890.21997,890.21997,890.21997,2,0,0,Tie
189,2000-10-05 09:15:00+05:30,870.77002,870.77002,870.77002,870.77002,3,0,0,Tie
190,2000-10-06 09:15:00+05:30,866.03998,866.03998,866.03998,866.03998,4,0,0,Tie
191,2000-10-09 09:15:00+05:30,870.41998,870.41998,870.41998,870.41998,0,0,0,Tie
192,2000-10-10 09:15:00+05:30,852.46002,852.46002,852.46002,852.46002,1,0,0,Tie
193,2000-10-11 09:15:00+05:30,850.27002,850.27002,850.27002,850.27002,2,0,0,Tie
194,2000-10-12 09:15:00+05:30,859.34003,859.34003,859.34003,859.34003,3,0,0,Tie
195,2000-10-13 09:15:00+05:30,856.53998,856.53998,856.53998,856.53998,4,0,0,Tie
196,2000-10-16 09:15:00+05:30,860.21002,860.21002,860.21002,860.21002,0,0,0,Tie
197,2000-10-17 09:15:00+05:30,851.15002,851.15002,851.15002,851.15002,1,0,0,Tie
198,2000-10-18 09:15:00+05:30,844.73999,844.73999,844.73999,844.73999,2,0,0,Tie
199,2000-10-19 09:15:00+05:30,857.21002,857.21002,857.21002,857.21002,3,0,0,Tie
200,2000-10-20 09:15:00+05:30,857.09003,857.09003,857.09003,857.09003,4,0,0,Tie
201,2000-10-23 09:15:00+05:30,831.77002,831.77002,831.77002,831.77002,0,0,0,Tie
202,2000-10-24 09:15:00+05:30,829.96002,829.96002,829.96002,829.96002,1,0,0,Tie
203,2000-10-25 09:15:00+05:30,841.28003,841.28003,841.28003,841.28003,2,0,0,Tie
204,2000-10-26 09:15:00+05:30,850.28998,850.28998,850.28998,850.28998,3,0,0,Tie
205,2000-10-27 09:15:00+05:30,845.39001,845.39001,845.39001,845.39001,4,0,0,Tie
206,2000-10-30 09:15:00+05:30,846.09003,846.09003,846.09003,846.09003,0,0,0,Tie
207,2000-10-31 09:15:00+05:30,861.27002,861.27002,861.27002,861.27002,1,0,0,Tie
208,2000-11-01 09:15:00+05:30,885.52002,885.52002,885.52002,885.52002,2,0,0,Tie
209,2000-11-02 09:15:00+05:30,898.79999,898.79999,898.79999,898.79999,3,0,0,Tie
210,2000-11-03 09:15:00+05:30,908.42999,908.42999,908.42999,908.42999,4,0,0,Tie
211,2000-11-06 09:15:00+05:30,910.51001,910.51001,910.51001,910.51001,0,0,0,Tie
212,2000-11-07 09:15:00+05:30,908.01001,908.01001,908.01001,908.01001,1,0,0,Tie
213,2000-11-08 09:15:00+05:30,915.41998,915.41998,915.41998,915.41998,2,0,0,Tie
214,2000-11-09 09:15:00+05:30,908.70001,908.70001,908.70001,908.70001,3,0,0,Tie
215,2000-11-10 09:15:00+05:30,897.58002,897.58002,897.58002,897.58002,4,0,0,Tie
216,2000-11-13 09:15:00+05:30,878.06,878.06,878.06,878.06,0,0,0,Tie
217,2000-11-14 09:15:00+05:30,897.31,897.31,897.31,897.31,1,0,0,Tie
218,2000-11-15 09:15:00+05:30,930.34003,930.34003,930.34003,930.34003,2,0,0,Tie
219,2000-11-16 09:15:00+05:30,949.59998,949.59998,949.59998,949.59998,3,0,0,Tie
220,2000-11-17 09:15:00+05:30,919.39001,919.39001,919.39001,919.39001,4,0,0,Tie
221,2000-11-20 09:15:00+05:30,919.12,919.12,919.12,919.12,0,0,0,Tie
222,2000-11-21 09:15:00+05:30,910.34998,910.34998,910.34998,910.34998,1,0,0,Tie
223,2000-11-22 09:15:00+05:30,912.87,912.87,912.87,912.87,2,0,0,Tie
224,2000-11-23 09:15:00+05:30,900.45001,900.45001,900.45001,900.45001,3,0,0,Tie
225,2000-11-24 09:15:00+05:30,909.54999,909.54999,909.54999,909.54999,4,0,0,Tie
226,2000-11-27 09:15:00+05:30,937.83002,937.83002,937.83002,937.83002,0,0,0,Tie
227,2000-11-28 09:15:00+05:30,958.15997,958.15997,958.15997,958.15997,1,0,0,Tie
228,2000-11-29 09:15:00+05:30,944.22998,944.22998,944.22998,944.22998,2,0,0,Tie
229,2000-11-30 09:15:00+05:30,941.08002,941.08002,941.08002,941.08002,3,0,0,Tie
230,2000-12-01 09:15:00+05:30,946.46997,946.46997,946.46997,946.46997,4,0,0,Tie
231,2000-12-04 09:15:00+05:30,961.91998,961.91998,961.91998,961.91998,0,0,0,Tie
232,2000-12-05 09:15:00+05:30,963.79999,963.79999,963.79999,963.79999,1,0,0,Tie
233,2000-12-06 09:15:00+05:30,963.58002,963.58002,963.58002,963.58002,2,0,0,Tie
234,2000-12-07 09:15:00+05:30,967.87,967.87,967.87,967.87,3,0,0,Tie
235,2000-12-08 09:15:00+05:30,992.82001,992.82001,992.82001,992.82001,4,0,0,Tie
236,2000-12-11 09:15:00+05:30,998.66998,998.66998,998.66998,998.66998,0,0,0,Tie
237,2000-12-12 09:15:00+05:30,994.73999,994.73999,994.73999,994.73999,1,0,0,Tie
238,2000-12-13 09:15:00+05:30,1018.01,1018.01,1018.01,1018.01,2,0,0,Tie
239,2000-12-14 09:15:00+05:30,1002.51,1002.51,1002.51,1002.51,3,0,0,Tie
240,2000-12-15 09:15:00+05:30,973.54999,973.54999,973.54999,973.54999,4,0,0,Tie
241,2000-12-18 09:15:00+05:30,970.5,970.5,970.5,970.5,0,0,0,Tie
242,2000-12-19 09:15:00+05:30,979.06,979.06,979.06,979.06,1,0,0,Tie
243,2000-12-20 09:15:00+05:30,984.64001,984.64001,984.64001,984.64001,2,0,0,Tie
244,2000-12-21 09:15:00+05:30,969.72998,969.72998,969.72998,969.72998,3,0,0,Tie
245,2000-12-22 09:15:00+05:30,947.67999,947.67999,947.67999,947.67999,4,0,0,Tie
246,2000-12-26 09:15:00+05:30,925.84003,925.84003,925.84003,925.84003,1,0,0,Tie
247,2000-12-27 09:15:00+05:30,936.96997,936.96997,936.96997,936.96997,2,0,0,Tie
248,2000-12-28 09:15:00+05:30,961.81,961.81,961.81,961.81,3,0,0,Tie
249,2000-12-29 09:15:00+05:30,971.72998,971.72998,971.72998,971.72998,4,0,0,Tie
250,2001-01-01 09:15:00+05:30,977.94,977.94,977.94,977.94,0,0,0,Tie
251,2001-01-02 09:15:00+05:30,1015.79,1015.79,1015.79,1015.79,1,0,0,Tie
252,2001-01-03 09:15:00+05:30,1043.74,1043.74,1043.74,1043.74,2,0,0,Tie
253,2001-01-04 09:15:00+05:30,1034.66,1034.66,1034.66,1034.66,3,0,0,Tie
254,2001-01-05 09:15:00+05:30,1046.99,1046.99,1046.99,1046.99,4,0,0,Tie
255,2001-01-08 09:15:00+05:30,1033.98,1033.98,1033.98,1033.98,0,0,0,Tie
256,2001-01-09 09:15:00+05:30,1027.9399,1027.9399,1027.9399,1027.9399,1,0,0,Tie
257,2001-01-10 09:15:00+05:30,1031.27,1031.27,1031.27,1031.27,2,0,0,Tie
258,2001-01-11 09:15:00+05:30,1031.78,1031.78,1031.78,1031.78,3,0,0,Tie
259,2001-01-12 09:15:00+05:30,1049.51,1049.51,1049.51,1049.51,4,0,0,Tie
260,2001-01-15 09:15:00+05:30,1057.52,1057.52,1057.52,1057.52,0,0,0,Tie
261,2001-01-16 09:15:00+05:30,1068,1068,1068,1068,1,0,0,Tie
262,2001-01-17 09:15:00+05:30,1057.49,1057.49,1057.49,1057.49,2,0,0,Tie
263,2001-01-18 09:15:00+05:30,1054.72,1054.72,1054.72,1054.72,3,0,0,Tie
264,2001-01-19 09:15:00+05:30,1068.6899,1068.6899,1068.6899,1068.6899,4,0,0,Tie
265,2001-01-22 09:15:00+05:30,1073.29,1073.29,1073.29,1073.29,0,0,0,Tie
266,2001-01-23 09:15:00+05:30,1092.05,1092.05,1092.05,1092.05,1,0,0,Tie
267,2001-01-24 09:15:00+05:30,1093.67,1093.67,1093.67,1093.67,2,0,0,Tie
268,2001-01-25 09:15:00+05:30,1121.02,1121.02,1121.02,1121.02,3,0,0,Tie
269,2001-01-29 09:15:00+05:30,1085.88,1085.88,1085.88,1085.88,0,0,0,Tie
270,2001-01-30 09:15:00+05:30,1093.3,1093.3,1093.3,1093.3,1,0,0,Tie
271,2001-01-31 09:15:00+05:30,1094.09,1094.09,1094.09,1094.09,2,0,0,Tie
272,2001-02-01 09:15:00+05:30,1080.88,1080.88,1080.88,1080.88,3,0,0,Tie
273,2001-02-02 09:15:00+05:30,1102.8101,1102.8101,1102.8101,1102.8101,4,0,0,Tie
274,2001-02-05 09:15:00+05:30,1128.24,1128.24,1128.24,1128.24,0,0,0,Tie
275,2001-02-06 09:15:00+05:30,1133.67,1133.67,1133.67,1133.67,1,0,0,Tie
276,2001-02-07 09:15:00+05:30,1134.01,1134.01,1134.01,1134.01,2,0,0,Tie
277,2001-02-08 09:15:00+05:30,1177.74,1177.74,1177.74,1177.74,3,0,0,Tie
278,2001-02-09 09:15:00+05:30,1244.64,1244.64,1244.64,1244.64,4,0,0,Tie
279,2001-02-12 09:15:00+05:30,1233.37,1233.37,1233.37,1233.37,0,0,0,Tie
280,2001-02-13 09:15:00+05:30,1199.8101,1199.8101,1199.8101,1199.8101,1,0,0,Tie
281,2001-02-14 09:15:00+05:30,1202.86,1202.86,1202.86,1202.86,2,0,0,Tie
282,2001-02-15 09:15:00+05:30,1197.64,1197.64,1197.64,1197.64,3,0,0,Tie
283,2001-02-16 09:15:00+05:30,1139.75,1139.75,1139.75,1139.75,4,0,0,Tie
